Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Name
5.0,7.0,38.5,1.5,Acer monspessulanum
5.0,7.0,38.5,1.5,Prunus avium
5.0,7.0,38.5,1.5,Prunus avium
7.0,4.0,12.6,2.1,Robinia pseudoacacia
7.0,4.0,12.6,2.1,Robinia pseudoacacia
16.0,7.0,38.5,4.8,Cedrus deodara
17.0,10.0,78.5,5.1,Cedrus deodara
6.0,5.0,19.6,1.8,Ulmus pumila
6.0,6.0,28.3,1.8,Davidia involucrata
16.0,6.0,28.3,4.8,Pinus halepensis
12.0,11.0,95.0,3.6,Catalpa bignonioides
16.0,6.0,28.3,4.8,Pinus halepensis
7.0,10.0,78.5,2.1,Robinia pseudoacacia
17.0,10.0,78.5,5.1,Cedrus deodara
22.0,8.0,50.3,6.6,Cedrus deodara
22.0,8.0,50.3,6.6,Cedrus deodara
24.0,11.0,95.0,7.2,Cedrus deodara
24.0,11.0,95.0,7.2,Cedrus deodara
24.0,12.0,113.1,7.2,Cedrus deodara
5.0,6.0,28.3,1.5,Taxus baccata
5.0,6.0,28.3,1.5,Taxus baccata
7.0,8.0,50.3,2.1,Robinia pseudoacacia
26.0,12.0,113.1,7.8,Cedrus deodara
26.0,14.0,153.9,7.8,Cedrus deodara
25.0,11.0,95.0,7.5,Cedrus deodara
25.0,11.0,95.0,7.5,Cedrus deodara
12.0,4.0,12.6,3.6,Picea abies
12.0,7.0,38.5,3.6,Platanus x hispanica
21.0,11.0,95.0,6.3,Cedrus deodara
16.0,15.0,176.7,4.8,Cedrus deodara
7.0,10.0,78.5,2.1,Robinia pseudoacacia
5.0,6.0,28.3,1.5,Taxus baccata
18.0,5.0,19.6,5.4,Pseudotsuga menziesii
26.0,18.0,254.5,7.8,Cedrus libani
6.0,10.0,78.5,1.8,Tilia x europaea
7.0,5.0,19.6,2.1,Robinia pseudoacacia
6.0,9.0,63.6,1.8,Taxus baccata
23.0,12.0,113.1,6.9,Cedrus deodara
4.0,3.0,7.1,1.2,Prunus cerasifera
6.0,9.0,63.6,1.8,Taxus baccata
6.0,9.0,63.6,1.8,Taxus baccata
26.0,12.0,113.1,7.8,Cedrus deodara
18.0,5.0,19.6,5.4,Pseudotsuga menziesii
11.0,7.0,38.5,3.3,Robinia pseudoacacia
6.0,6.0,28.3,1.8,Robinia pseudoacacia
22.0,6.0,28.3,6.6,Pseudotsuga menziesii
26.0,12.0,113.1,7.8,Cedrus deodara
15.0,6.0,28.3,4.5,Pseudotsuga menziesii
11.0,7.0,38.5,3.3,Robinia pseudoacacia
12.0,8.0,50.3,3.6,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
5.0,11.0,95.0,1.5,Magnolia x soulangeana
8.0,11.0,95.0,2.4,Cedrus deodara
13.0,8.0,50.3,3.9,Pinus nigra
13.0,6.0,28.3,3.9,Pinus nigra
3.0,1.0,0.8,0.9,Fagus
7.0,5.0,19.6,2.1,Ostrya carpinifolia
17.0,6.0,28.3,5.1,Cedrus deodara
17.0,4.0,12.6,5.1,Cedrus deodara
5.0,3.0,7.1,1.5,Betula lenta
5.0,11.0,95.0,1.5,Magnolia x soulangeana
8.0,6.0,28.3,2.4,Pinus strobus
9.0,9.0,63.6,2.7,Pinus strobus
3.0,1.0,0.8,0.9,Quercus robur
6.0,3.0,7.1,1.8,Quercus robur
3.0,1.0,0.8,0.9,Quercus robur
6.0,3.0,7.1,1.8,Quercus robur
3.0,1.0,0.8,0.9,Quercus robur
6.0,3.0,7.1,1.8,Quercus robur
6.0,3.0,7.1,1.8,Quercus robur
6.0,3.0,7.1,1.8,Quercus robur
6.0,3.0,7.1,1.8,Quercus robur
4.0,1.0,0.8,1.2,Cupressus sempervirens
6.0,6.0,28.3,1.8,Acer negundo
14.0,9.0,63.6,4.2,Robinia pseudoacacia
14.0,9.0,63.6,4.2,Robinia pseudoacacia
8.0,7.0,38.5,2.4,Acer negundo
18.0,12.0,113.1,5.4,Tilia cordata
28.0,14.0,153.9,8.4,Cedrus deodara
16.0,6.0,28.3,4.8,Cedrus deodara
25.0,14.0,153.9,7.5,Cedrus deodara
6.0,8.0,50.3,1.8,Acer platanoides
11.0,5.0,19.6,3.3,Robinia pseudoacacia
11.0,5.0,19.6,3.3,Robinia pseudoacacia
6.0,5.0,19.6,1.8,Acer negundo
5.0,3.0,7.1,1.5,Acer pseudoplatanus
22.0,9.0,63.6,6.6,Cedrus deodara
24.0,15.0,176.7,7.2,Aesculus
19.0,11.0,95.0,5.7,Cedrus deodara
11.0,10.0,78.5,3.3,Robinia pseudoacacia
4.0,3.0,7.1,1.2,Pinus nigra
6.0,4.0,12.6,1.8,Pinus nigra
22.0,14.0,153.9,6.6,Cedrus deodara
22.0,14.0,153.9,6.6,Cedrus deodara
15.0,6.0,28.3,4.5,Cedrus deodara
5.0,3.0,7.1,1.5,Fraxinus excelsior
5.0,3.0,7.1,1.5,Pinus sylvestris
9.0,6.0,28.3,2.7,Pinus sylvestris
5.0,4.0,12.6,1.5,Prunus avium
5.0,4.0,12.6,1.5,Juglans nigra
6.0,4.0,12.6,1.8,Acer negundo
20.0,16.0,201.1,6.0,Ulmus glabra
14.0,16.0,201.1,4.2,Acer negundo
11.0,10.0,78.5,3.3,Robinia pseudoacacia
4.0,3.0,7.1,1.2,Juglans nigra
4.0,3.0,7.1,1.2,Juglans nigra
4.0,3.0,7.1,1.2,Juglans nigra
4.0,3.0,7.1,1.2,Juglans nigra
4.0,3.0,7.1,1.2,Juglans nigra
5.0,6.0,28.3,1.5,Morus alba
5.0,6.0,28.3,1.5,Morus alba
5.0,6.0,28.3,1.5,Morus alba
5.0,6.0,28.3,1.5,Morus alba
5.0,6.0,28.3,1.5,Morus alba
5.0,6.0,28.3,1.5,Morus alba
5.0,6.0,28.3,1.5,Acer campestre
5.0,6.0,28.3,1.5,Acer campestre
5.0,6.0,28.3,1.5,Acer campestre
5.0,6.0,28.3,1.5,Acer campestre
3.0,6.0,28.3,0.9,Quercus rubra
6.0,8.0,50.3,1.8,Quercus rubra
7.0,11.0,95.0,2.1,Quercus rubra
7.0,9.0,63.6,2.1,Tilia x europaea
5.0,4.0,12.6,1.5,Sorbus thuringiaca
11.0,10.0,78.5,3.3,Cedrus deodara
6.0,8.0,50.3,1.8,Acer platanoides
6.0,8.0,50.3,1.8,Acer platanoides
6.0,8.0,50.3,1.8,Acer platanoides
4.0,3.0,7.1,1.2,Pyrus
3.0,4.0,12.6,0.9,Acer campestre
3.0,4.0,12.6,0.9,Acer campestre
3.0,4.0,12.6,0.9,Acer campestre
7.0,9.0,63.6,2.1,Tilia x europaea
7.0,6.0,28.3,2.1,Robinia pseudoacacia
7.0,6.0,28.3,2.1,Robinia pseudoacacia
7.0,6.0,28.3,2.1,Robinia pseudoacacia
9.0,11.0,95.0,2.7,Cedrus atlantica
9.0,11.0,95.0,2.7,Cedrus atlantica
6.0,4.0,12.6,1.8,Acer saccharinum
5.0,4.0,12.6,1.5,Liquidambar styraciflua
8.0,6.0,28.3,2.4,Liquidambar styraciflua
3.0,3.0,7.1,0.9,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Sophora japonica
7.0,6.0,28.3,2.1,Tilia x europaea
7.0,6.0,28.3,2.1,Tilia x europaea
7.0,6.0,28.3,2.1,Tilia x europaea
7.0,6.0,28.3,2.1,Tilia x europaea
7.0,6.0,28.3,2.1,Tilia x europaea
7.0,6.0,28.3,2.1,Tilia x europaea
14.0,6.0,28.3,4.2,Cedrus atlantica
14.0,6.0,28.3,4.2,Cedrus atlantica
14.0,6.0,28.3,4.2,Cedrus atlantica
7.0,6.0,28.3,2.1,Tilia x europaea
7.0,6.0,28.3,2.1,Tilia x europaea
16.0,7.0,38.5,4.8,Ulmus minor
21.0,9.0,63.6,6.3,Populus alba
21.0,9.0,63.6,6.3,Populus nigra
21.0,9.0,63.6,6.3,Populus nigra
16.0,7.0,38.5,4.8,Ulmus laevis
6.0,6.0,28.3,1.8,Quercus rubra
6.0,6.0,28.3,1.8,Quercus rubra
6.0,6.0,28.3,1.8,Quercus rubra
6.0,6.0,28.3,1.8,Quercus rubra
6.0,6.0,28.3,1.8,Quercus rubra
6.0,6.0,28.3,1.8,Liriodendron tulipifera
7.0,6.0,28.3,2.1,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
6.0,6.0,28.3,1.8,Liriodendron tulipifera
9.0,6.0,28.3,2.7,Liquidambar styraciflua
9.0,6.0,28.3,2.7,Liriodendron tulipifera
6.0,4.0,12.6,1.8,Liquidambar styraciflua
5.0,3.0,7.1,1.5,Liriodendron tulipifera
6.0,4.0,12.6,1.8,Liquidambar styraciflua
6.0,4.0,12.6,1.8,Liriodendron tulipifera
8.0,6.0,28.3,2.4,Liriodendron tulipifera
8.0,6.0,28.3,2.4,Liriodendron tulipifera
8.0,6.0,28.3,2.4,Liriodendron tulipifera
16.0,9.0,63.6,4.8,Pinus nigra
24.0,9.0,63.6,7.2,Cedrus deodara
24.0,9.0,63.6,7.2,Cedrus deodara
26.0,5.0,19.6,7.8,Cedrus deodara
26.0,10.0,78.5,7.8,Cedrus deodara
26.0,8.0,50.3,7.8,Cedrus deodara
26.0,8.0,50.3,7.8,Cedrus deodara
26.0,8.0,50.3,7.8,Cedrus deodara
4.0,3.0,7.1,1.2,Liquidambar styraciflua
21.0,5.0,19.6,6.3,Picea abies
26.0,8.0,50.3,7.8,Cedrus deodara
8.0,6.0,28.3,2.4,Juglans nigra
5.0,4.0,12.6,1.5,Fraxinus angustifolia
5.0,4.0,12.6,1.5,Fraxinus angustifolia
5.0,4.0,12.6,1.5,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Fraxinus angustifolia
6.0,4.0,12.6,1.8,Pinus nigra
6.0,4.0,12.6,1.8,Pinus nigra
6.0,4.0,12.6,1.8,Pinus nigra
16.0,11.0,95.0,4.8,Cedrus libani
6.0,3.0,7.1,1.8,Picea pungens
6.0,3.0,7.1,1.8,Pseudotsuga menziesii
6.0,3.0,7.1,1.8,Pseudotsuga menziesii
6.0,6.0,28.3,1.8,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Betula
8.0,12.0,113.1,2.4,Tilia x europaea
6.0,12.0,113.1,1.8,Tilia x europaea
6.0,8.0,50.3,1.8,Tilia x europaea
14.0,6.0,28.3,4.2,Betula pendula
6.0,6.0,28.3,1.8,Picea abies
6.0,3.0,7.1,1.8,Betula pendula
11.0,6.0,28.3,3.3,Betula pendula
6.0,6.0,28.3,1.8,Picea abies
6.0,6.0,28.3,1.8,Picea abies
9.0,6.0,28.3,2.7,Picea abies
14.0,6.0,28.3,4.2,Pinus nigra
14.0,10.0,78.5,4.2,Betula pendula
11.0,6.0,28.3,3.3,Betula pendula
11.0,8.0,50.3,3.3,Betula pendula
9.0,7.0,38.5,2.7,Picea abies
14.0,6.0,28.3,4.2,Pinus nigra
3.0,1.0,0.8,0.9,Acer rubrum
3.0,1.0,0.8,0.9,Prunus serrulata
3.0,1.0,0.8,0.9,Prunus serrulata
3.0,1.0,0.8,0.9,Prunus serrulata
3.0,1.0,0.8,0.9,Acer rubrum
3.0,1.0,0.8,0.9,Prunus serrulata
3.0,1.0,0.8,0.9,Prunus serrulata
3.0,1.0,0.8,0.9,Morus alba
3.0,1.0,0.8,0.9,Morus alba
3.0,1.0,0.8,0.9,Morus alba
3.0,1.0,0.8,0.9,Morus alba
3.0,1.0,0.8,0.9,Morus alba
3.0,3.0,7.1,0.9,Sophora japonica
3.0,3.0,7.1,0.9,Sorbus thuringiaca
3.0,3.0,7.1,0.9,Cercis siliquastrum
3.0,3.0,7.1,0.9,Sorbus thuringiaca
3.0,3.0,7.1,0.9,Acer saccharinum
3.0,3.0,7.1,0.9,Prunus serrulata
3.0,3.0,7.1,0.9,Ostrya carpinifolia
3.0,3.0,7.1,0.9,Fagus sylvatica
3.0,3.0,7.1,0.9,Acer saccharinum
3.0,3.0,7.1,0.9,Acer saccharinum
3.0,3.0,7.1,0.9,Acer saccharinum
3.0,3.0,7.1,0.9,Cercis siliquastrum
3.0,3.0,7.1,0.9,Cercis siliquastrum
3.0,3.0,7.1,0.9,Cercis siliquastrum
3.0,3.0,7.1,0.9,Quercus rubra
3.0,3.0,7.1,0.9,Acer rubrum
3.0,3.0,7.1,0.9,Fagus sylvatica
3.0,3.0,7.1,0.9,Fagus sylvatica
3.0,3.0,7.1,0.9,Liriodendron tulipifera
3.0,3.0,7.1,0.9,Liquidambar styraciflua
8.0,6.0,28.3,2.4,Picea abies
4.0,2.0,3.1,1.2,Fagus sylvatica
6.0,6.0,28.3,1.8,Sophora japonica
7.0,5.0,19.6,2.1,Ostrya carpinifolia
7.0,5.0,19.6,2.1,Ostrya carpinifolia
7.0,5.0,19.6,2.1,Ostrya carpinifolia
7.0,5.0,19.6,2.1,Ostrya carpinifolia
4.0,1.0,0.8,1.2,Sorbus torminalis
8.0,6.0,28.3,2.4,Picea abies
8.0,6.0,28.3,2.4,Picea abies
8.0,6.0,28.3,2.4,Picea abies
10.0,7.0,38.5,3.0,Picea abies
4.0,1.0,0.8,1.2,Sorbus torminalis
4.0,1.0,0.8,1.2,Sorbus torminalis
5.0,3.0,7.1,1.5,Quercus petraea
5.0,3.0,7.1,1.5,Quercus petraea
5.0,7.0,38.5,1.5,Celtis australis
10.0,8.0,50.3,3.0,Populus alba
10.0,8.0,50.3,3.0,Populus alba
5.0,3.0,7.1,1.5,Acer platanoides
6.0,7.0,38.5,1.8,Acer platanoides
6.0,7.0,38.5,1.8,Acer platanoides
6.0,4.0,12.6,1.8,Liriodendron tulipifera
5.0,3.0,7.1,1.5,Acer platanoides
5.0,3.0,7.1,1.5,Acer platanoides
3.0,3.0,7.1,0.9,Quercus petraea
7.0,6.0,28.3,2.1,Tilia x europaea
6.0,6.0,28.3,1.8,Prunus avium
6.0,6.0,28.3,1.8,Acer platanoides
6.0,6.0,28.3,1.8,Acer platanoides
6.0,6.0,28.3,1.8,Acer platanoides
6.0,6.0,28.3,1.8,Acer platanoides
6.0,6.0,28.3,1.8,Acer platanoides
6.0,6.0,28.3,1.8,Acer platanoides
4.0,2.0,3.1,1.2,Liquidambar styraciflua
6.0,5.0,19.6,1.8,Liquidambar styraciflua
3.0,2.0,3.1,0.9,Liquidambar styraciflua
18.0,12.0,113.1,5.4,Metasequoia glyptostroboides
18.0,8.0,50.3,5.4,Alnus cordata
5.0,4.0,12.6,1.5,Tilia cordata
5.0,4.0,12.6,1.5,Tilia cordata
5.0,4.0,12.6,1.5,Tilia cordata
5.0,4.0,12.6,1.5,Tilia cordata
5.0,4.0,12.6,1.5,Tilia cordata
5.0,4.0,12.6,1.5,Tilia cordata
5.0,2.0,3.1,1.5,Ostrya carpinifolia
9.0,4.0,12.6,2.7,Picea abies
12.0,4.0,12.6,3.6,Picea abies
12.0,2.0,3.1,3.6,Picea abies
12.0,6.0,28.3,3.6,Prunus avium
8.0,7.0,38.5,2.4,Tilia cordata
8.0,7.0,38.5,2.4,Tilia cordata
21.0,16.0,201.1,6.3,Populus alba
6.0,11.0,95.0,1.8,Tilia cordata
19.0,12.0,113.1,5.7,Populus
11.0,4.0,12.6,3.3,Salix
4.0,1.0,0.8,1.2,Fagus sylvatica
8.0,8.0,50.3,2.4,Tilia x europaea
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
4.0,4.0,12.6,1.2,Prunus cerasifera
13.0,13.0,132.7,3.9,Platanus x hispanica
13.0,13.0,132.7,3.9,Platanus x hispanica
6.0,5.0,19.6,1.8,Platanus x hispanica
8.0,5.0,19.6,2.4,Platanus x hispanica
8.0,5.0,19.6,2.4,Platanus x hispanica
12.0,8.0,50.3,3.6,Platanus x hispanica
12.0,8.0,50.3,3.6,Platanus x hispanica
12.0,8.0,50.3,3.6,Platanus x hispanica
6.0,4.0,12.6,1.8,Picea abies
4.0,2.0,3.1,1.2,Liquidambar styraciflua
4.0,2.0,3.1,1.2,Corylus colurna
4.0,2.0,3.1,1.2,Corylus colurna
4.0,2.0,3.1,1.2,Corylus colurna
4.0,2.0,3.1,1.2,Corylus colurna
4.0,2.0,3.1,1.2,Corylus colurna
6.0,3.0,7.1,1.8,Cedrus deodara
4.0,2.0,3.1,1.2,Cupressus arizonica
5.0,3.0,7.1,1.5,Fraxinus excelsior
5.0,3.0,7.1,1.5,Ligustrum
16.0,7.0,38.5,4.8,Cedrus deodara
16.0,7.0,38.5,4.8,Cedrus deodara
16.0,5.0,19.6,4.8,Cedrus deodara
5.0,7.0,38.5,1.5,Acer campestre
5.0,7.0,38.5,1.5,Cupressus sempervirens
14.0,7.0,38.5,4.2,Cupressus sempervirens
14.0,1.0,0.8,4.2,Cupressus sempervirens
7.0,5.0,19.6,2.1,Celtis australis
8.0,9.0,63.6,2.4,Celtis australis
5.0,3.0,7.1,1.5,Ligustrum
9.0,5.0,19.6,2.7,Cupressus sempervirens
5.0,3.0,7.1,1.5,Ligustrum
6.0,4.0,12.6,1.8,Cupressus sempervirens
6.0,5.0,19.6,1.8,Acer campestre
6.0,5.0,19.6,1.8,Acer campestre
8.0,5.0,19.6,2.4,Acer platanoides
4.0,2.0,3.1,1.2,Acer campestre
6.0,10.0,78.5,1.8,Celtis australis
4.0,2.0,3.1,1.2,Fraxinus excelsior
3.0,2.0,3.1,0.9,Fraxinus excelsior
6.0,1.0,0.8,1.8,Cupressus sempervirens
11.0,6.0,28.3,3.3,Picea abies
7.0,8.0,50.3,2.1,Acer negundo
4.0,7.0,38.5,1.2,Ficus carica
8.0,4.0,12.6,2.4,Prunus avium
8.0,4.0,12.6,2.4,Prunus avium
8.0,4.0,12.6,2.4,Prunus avium
4.0,3.0,7.1,1.2,Acer saccharinum
5.0,4.0,12.6,1.5,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
4.0,3.0,7.1,1.2,Acer campestre
4.0,3.0,7.1,1.2,Acer campestre
4.0,3.0,7.1,1.2,Acer campestre
4.0,3.0,7.1,1.2,Acer campestre
4.0,3.0,7.1,1.2,Acer campestre
4.0,3.0,7.1,1.2,Fraxinus angustifolia
4.0,3.0,7.1,1.2,Fraxinus angustifolia
5.0,4.0,12.6,1.5,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Sophora japonica
5.0,4.0,12.6,1.5,Sophora japonica
5.0,4.0,12.6,1.5,Sophora japonica
5.0,4.0,12.6,1.5,Sophora japonica
5.0,4.0,12.6,1.5,Sophora japonica
3.0,1.0,0.8,0.9,Liriodendron tulipifera
3.0,1.0,0.8,0.9,Liriodendron tulipifera
3.0,1.0,0.8,0.9,Liriodendron tulipifera
2.0,3.0,7.1,0.6,Parrotia persica
2.0,3.0,7.1,0.6,Acer campestre
5.0,4.0,12.6,1.5,Sorbus aucuparia
5.0,4.0,12.6,1.5,Koelreuteria paniculata
5.0,4.0,12.6,1.5,Koelreuteria paniculata
5.0,4.0,12.6,1.5,Quercus ilex
5.0,4.0,12.6,1.5,Quercus ilex
5.0,4.0,12.6,1.5,Quercus ilex
5.0,4.0,12.6,1.5,Koelreuteria paniculata
4.0,4.0,12.6,1.2,Olea europaea
4.0,4.0,12.6,1.2,Olea europaea
4.0,4.0,12.6,1.2,Olea europaea
13.0,5.0,19.6,3.9,Cedrus atlantica
15.0,6.0,28.3,4.5,Cedrus atlantica
14.0,6.0,28.3,4.2,Cedrus atlantica
5.0,4.0,12.6,1.5,Fraxinus excelsior
5.0,4.0,12.6,1.5,Fraxinus excelsior
5.0,4.0,12.6,1.5,Fraxinus excelsior
3.0,1.0,0.8,0.9,Ostrya carpinifolia
3.0,1.0,0.8,0.9,Ostrya carpinifolia
3.0,1.0,0.8,0.9,Ostrya carpinifolia
3.0,1.0,0.8,0.9,Acer campestre
3.0,1.0,0.8,0.9,Ostrya carpinifolia
7.0,6.0,28.3,2.1,Celtis australis
7.0,6.0,28.3,2.1,Celtis australis
7.0,6.0,28.3,2.1,Celtis australis
7.0,6.0,28.3,2.1,Celtis australis
6.0,6.0,28.3,1.8,Aesculus hippocastanum
9.0,5.0,19.6,2.7,Aesculus hippocastanum
9.0,5.0,19.6,2.7,Aesculus hippocastanum
9.0,5.0,19.6,2.7,Aesculus hippocastanum
9.0,6.0,28.3,2.7,Aesculus hippocastanum
9.0,8.0,50.3,2.7,Aesculus hippocastanum
9.0,8.0,50.3,2.7,Aesculus hippocastanum
9.0,8.0,50.3,2.7,Aesculus hippocastanum
6.0,6.0,28.3,1.8,Aesculus hippocastanum
6.0,6.0,28.3,1.8,Aesculus hippocastanum
8.0,6.0,28.3,2.4,Aesculus hippocastanum
6.0,7.0,38.5,1.8,Pterocarya rhoifolia
4.0,4.0,12.6,1.2,Fraxinus americana
6.0,6.0,28.3,1.8,Tilia cordata
4.0,5.0,19.6,1.2,Pterocarya rhoifolia
4.0,4.0,12.6,1.2,Fraxinus americana
4.0,5.0,19.6,1.2,Pterocarya rhoifolia
6.0,6.0,28.3,1.8,Tilia cordata
6.0,4.0,12.6,1.8,Acer saccharinum
6.0,4.0,12.6,1.8,Acer saccharinum
6.0,4.0,12.6,1.8,Acer saccharinum
6.0,6.0,28.3,1.8,Tilia cordata
6.0,6.0,28.3,1.8,Tilia cordata
6.0,6.0,28.3,1.8,Tilia cordata
4.0,3.0,7.1,1.2,Pinus nigra
4.0,3.0,7.1,1.2,Pinus nigra
10.0,6.0,28.3,3.0,Cedrus deodara
10.0,6.0,28.3,3.0,Cedrus deodara
13.0,5.0,19.6,3.9,Cedrus deodara
12.0,6.0,28.3,3.6,Cedrus deodara
12.0,6.0,28.3,3.6,Cedrus deodara
8.0,7.0,38.5,2.4,Liriodendron tulipifera
4.0,3.0,7.1,1.2,Pinus nigra
4.0,3.0,7.1,1.2,Pinus nigra
7.0,3.0,7.1,2.1,Pinus nigra
7.0,3.0,7.1,2.1,Pinus nigra
7.0,3.0,7.1,2.1,Pinus nigra
7.0,3.0,7.1,2.1,Pinus nigra
7.0,3.0,7.1,2.1,Pinus nigra
11.0,7.0,38.5,3.3,Ginkgo biloba
11.0,7.0,38.5,3.3,Catalpa
11.0,8.0,50.3,3.3,Tilia x europaea
9.0,6.0,28.3,2.7,Cupressus
17.0,12.0,113.1,5.1,Platanus x hispanica
9.0,6.0,28.3,2.7,Paulownia tomentosa
9.0,6.0,28.3,2.7,Paulownia tomentosa
8.0,10.0,78.5,2.4,Ulmus minor
8.0,10.0,78.5,2.4,Sophora japonica
18.0,15.0,176.7,5.4,Cedrus deodara
8.0,11.0,95.0,2.4,Acer saccharinum
23.0,15.0,176.7,6.9,Cedrus deodara
8.0,11.0,95.0,2.4,Acer saccharinum
10.0,4.0,12.6,3.0,Ginkgo biloba
7.0,5.0,19.6,2.1,Tilia cordata
9.0,5.0,19.6,2.7,Tilia cordata
9.0,5.0,19.6,2.7,Tilia cordata
9.0,8.0,50.3,2.7,Tilia cordata
9.0,8.0,50.3,2.7,Tilia cordata
7.0,5.0,19.6,2.1,Tilia cordata
7.0,5.0,19.6,2.1,Tilia cordata
10.0,8.0,50.3,3.0,Quercus robur
8.0,8.0,50.3,2.4,Quercus robur
10.0,8.0,50.3,3.0,Quercus robur
20.0,16.0,201.1,6.0,Populus alba
17.0,12.0,113.1,5.1,Populus alba
6.0,7.0,38.5,1.8,Pinus nigra
6.0,3.0,7.1,1.8,Pinus nigra
4.0,3.0,7.1,1.2,Prunus
6.0,3.0,7.1,1.8,Pinus nigra
6.0,3.0,7.1,1.8,Pinus nigra
10.0,8.0,50.3,3.0,Quercus robur
6.0,5.0,19.6,1.8,Prunus
7.0,5.0,19.6,2.1,Fraxinus excelsior
7.0,5.0,19.6,2.1,Fraxinus excelsior
14.0,10.0,78.5,4.2,Albizia julibrissin
4.0,5.0,19.6,1.2,Prunus avium
6.0,5.0,19.6,1.8,Fraxinus excelsior
6.0,5.0,19.6,1.8,Fraxinus excelsior
6.0,5.0,19.6,1.8,Fraxinus excelsior
14.0,10.0,78.5,4.2,Quercus robur
11.0,6.0,28.3,3.3,Abies alba
14.0,7.0,38.5,4.2,Picea glauca
14.0,7.0,38.5,4.2,Picea abies
14.0,7.0,38.5,4.2,Picea abies
16.0,12.0,113.1,4.8,Quercus robur
16.0,6.0,28.3,4.8,Cedrus atlantica
17.0,8.0,50.3,5.1,Cedrus atlantica
20.0,10.0,78.5,6.0,Cedrus atlantica
7.0,3.0,7.1,2.1,Pseudotsuga menziesii
7.0,3.0,7.1,2.1,Pseudotsuga menziesii
7.0,5.0,19.6,2.1,Ligustrum
9.0,6.0,28.3,2.7,Acer negundo
18.0,6.0,28.3,5.4,Pinus strobus
7.0,6.0,28.3,2.1,Davidia involucrata
7.0,7.0,38.5,2.1,Acer negundo
7.0,7.0,38.5,2.1,Ligustrum
17.0,7.0,38.5,5.1,Robinia pseudoacacia
15.0,5.0,19.6,4.5,Cedrus deodara
7.0,4.0,12.6,2.1,Acer negundo
6.0,5.0,19.6,1.8,Ligustrum
21.0,9.0,63.6,6.3,Cedrus deodara
20.0,6.0,28.3,6.0,Cedrus deodara
5.0,4.0,12.6,1.5,Prunus
3.0,1.0,0.8,0.9,Parrotia persica
3.0,1.0,0.8,0.9,Magnolia grandiflora
6.0,8.0,50.3,1.8,Sophora japonica
10.0,7.0,38.5,3.0,Sophora japonica
10.0,8.0,50.3,3.0,Sophora japonica
8.0,6.0,28.3,2.4,Sophora japonica
8.0,8.0,50.3,2.4,Sophora japonica
8.0,7.0,38.5,2.4,Sophora japonica
8.0,6.0,28.3,2.4,Sophora japonica
13.0,12.0,113.1,3.9,Sophora japonica
8.0,6.0,28.3,2.4,Sophora japonica
6.0,5.0,19.6,1.8,Sophora japonica
6.0,7.0,38.5,1.8,Pinus nigra
6.0,4.0,12.6,1.8,Pinus nigra
8.0,7.0,38.5,2.4,Pinus nigra
6.0,2.0,3.1,1.8,Picea abies
6.0,3.0,7.1,1.8,Pinus nigra
11.0,5.0,19.6,3.3,Pinus nigra
