Name,Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Gross Carbon Sequestration (kg/yr)
Tilia x europaea,12.0,11.0,95.0,3.6,17.1
Tilia x europaea,6.0,4.0,12.6,1.8,5.8
Tilia x europaea,8.0,6.5,33.2,2.4,8.1
Tilia x europaea,6.0,3.5,9.6,1.8,6.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,11.0,10.0,78.5,3.3,16.0
Tilia x europaea,11.0,9.0,63.6,3.3,16.0
Tilia x europaea,15.0,11.0,95.0,4.5,23.2
Tilia x europaea,12.0,6.0,28.3,3.6,12.7
Tilia x europaea,15.0,8.0,50.3,4.5,23.2
Tilia x europaea,6.0,4.0,12.6,1.8,3.4
Tilia x europaea,12.0,5.6,24.3,3.6,3.8
Tilia x europaea,12.0,5.6,24.3,3.6,3.8
Tilia x europaea,12.0,5.6,24.3,3.6,3.8
Tilia x europaea,12.0,5.6,24.3,3.6,3.4
Tilia x europaea,12.0,5.6,24.3,3.6,3.4
Tilia x europaea,12.0,5.6,24.3,3.6,3.4
Tilia x europaea,5.0,3.0,7.1,1.5,3.0
Tilia x europaea,12.0,3.0,7.1,3.6,4.2
Tilia x europaea,20.0,4.0,12.6,6.0,9.1
Tilia x europaea,18.0,14.0,153.9,5.4,9.1
Tilia x europaea,10.0,3.0,7.1,3.0,4.6
Tilia x europaea,10.0,3.0,7.1,3.0,2.6
Tilia x europaea,5.0,1.5,1.8,1.5,0.8
Tilia x europaea,5.0,1.5,1.8,1.5,0.8
Tilia x europaea,5.0,1.5,1.8,1.5,0.8
Tilia x europaea,18.0,11.0,95.0,5.4,18.3
Tilia x europaea,14.0,9.0,63.6,4.2,13.8
Tilia x europaea,15.0,12.0,113.1,4.5,27.0
Tilia x europaea,15.0,14.0,153.9,4.5,17.1
Tilia x europaea,13.0,11.0,95.0,3.9,17.1
Tilia x europaea,12.0,14.0,153.9,3.6,27.0
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,15.0,11.0,95.0,4.5,14.3
Tilia x europaea,8.6,5.6,24.3,2.6,11.5
Tilia x europaea,8.6,5.6,24.3,2.6,11.5
Tilia x europaea,20.0,10.0,78.5,6.0,37.5
Tilia x europaea,13.0,11.0,95.0,3.9,14.9
Tilia x europaea,6.0,3.0,7.1,1.8,5.8
Tilia x europaea,8.0,9.0,63.6,2.4,29.7
Tilia x europaea,8.6,5.6,24.3,2.6,11.5
Tilia x europaea,6.0,10.0,78.5,1.8,9.1
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,5.0,4.0,12.6,1.5,9.1
Tilia x europaea,5.0,4.0,12.6,1.5,9.1
Tilia x europaea,5.0,4.0,12.6,1.5,9.1
Tilia x europaea,5.0,4.0,12.6,1.5,9.1
Tilia x europaea,5.0,6.0,28.3,1.5,9.1
Tilia x europaea,10.0,12.0,113.1,3.0,16.0
Tilia x europaea,10.0,12.0,113.1,3.0,23.2
Tilia x europaea,14.0,12.0,113.1,4.2,36.6
Tilia x europaea,14.0,12.0,113.1,4.2,32.4
Tilia x europaea,8.0,10.0,78.5,2.4,29.7
Tilia x europaea,12.0,10.0,78.5,3.6,33.8
Tilia x europaea,11.0,9.0,63.6,3.3,36.6
Tilia x europaea,12.0,10.0,78.5,3.6,36.6
Tilia x europaea,11.0,10.0,78.5,3.3,35.2
Tilia x europaea,5.0,4.0,12.6,1.5,9.1
Tilia x europaea,11.0,9.0,63.6,3.3,28.3
Tilia x europaea,13.0,11.0,95.0,3.9,28.3
Tilia x europaea,8.0,8.0,50.3,2.4,17.1
Tilia x europaea,9.0,7.0,38.5,2.7,17.1
Tilia x europaea,9.0,6.0,28.3,2.7,17.7
Tilia x europaea,10.0,8.0,50.3,3.0,19.5
Tilia x europaea,10.0,8.0,50.3,3.0,19.5
Tilia x europaea,8.0,8.0,50.3,2.4,16.0
Tilia x europaea,9.0,6.0,28.3,2.7,17.7
Tilia x europaea,5.0,1.0,0.8,1.5,2.0
Tilia x europaea,11.0,9.0,63.6,3.3,18.3
Tilia x europaea,12.0,12.0,113.1,3.6,23.2
Tilia x europaea,6.0,12.0,113.1,1.8,16.0
Tilia x europaea,10.0,12.0,113.1,3.0,27.7
Tilia x europaea,5.0,4.0,12.6,1.5,6.3
Tilia x europaea,15.0,9.0,63.6,4.5,33.8
Tilia x europaea,5.0,4.0,12.6,1.5,9.1
Tilia x europaea,5.0,4.0,12.6,1.5,9.1
Tilia x europaea,12.0,10.0,78.5,3.6,35.2
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,7.0,5.0,19.6,2.1,5.0
Tilia x europaea,10.0,8.0,50.3,3.0,9.1
Tilia x europaea,4.0,2.0,3.1,1.2,2.6
Tilia x europaea,4.0,1.5,1.8,1.2,2.0
Tilia x europaea,7.0,4.0,12.6,2.1,4.6
Tilia x europaea,8.0,10.0,78.5,2.4,11.6
Tilia x europaea,8.0,10.0,78.5,2.4,11.6
Tilia x europaea,8.0,10.0,78.5,2.4,11.6
Tilia x europaea,4.0,2.5,4.9,1.2,2.3
Tilia x europaea,8.0,10.0,78.5,2.4,11.6
Tilia x europaea,8.0,10.0,78.5,2.4,11.6
Tilia x europaea,8.0,10.0,78.5,2.4,11.6
Tilia x europaea,8.0,10.0,78.5,2.4,11.6
Tilia x europaea,8.0,10.0,78.5,2.4,23.2
Tilia x europaea,8.0,10.0,78.5,2.4,23.2
Tilia x europaea,8.0,10.0,78.5,2.4,23.2
Tilia x europaea,8.0,10.0,78.5,2.4,11.6
Tilia x europaea,12.0,8.0,50.3,3.6,18.3
Tilia x europaea,12.0,8.0,50.3,3.6,18.3
Tilia x europaea,16.0,8.0,50.3,4.8,23.2
Tilia x europaea,16.0,8.0,50.3,4.8,29.7
Tilia x europaea,12.0,8.0,50.3,3.6,36.6
Tilia x europaea,7.0,4.0,12.6,2.1,3.4
Tilia x europaea,12.0,8.0,50.3,3.6,29.7
Tilia x europaea,12.0,8.0,50.3,3.6,29.7
Tilia x europaea,15.0,8.0,50.3,4.5,36.6
Tilia x europaea,12.0,8.0,50.3,3.6,17.1
Tilia x europaea,10.0,8.0,50.3,3.0,11.6
Tilia x europaea,15.0,8.0,50.3,4.5,29.7
Tilia x europaea,15.0,10.0,78.5,4.5,36.6
Tilia x europaea,7.0,4.0,12.6,2.1,2.6
Tilia x europaea,15.0,8.0,50.3,4.5,29.7
Tilia x europaea,6.0,5.0,19.6,1.8,8.1
Tilia x europaea,15.0,8.0,50.3,4.5,23.2
Tilia x europaea,12.0,8.0,50.3,3.6,11.6
Tilia x europaea,15.0,8.0,50.3,4.5,29.7
Tilia x europaea,12.0,7.0,38.5,3.6,6.7
Tilia x europaea,7.0,4.0,12.6,2.1,3.4
Tilia x europaea,15.0,8.0,50.3,4.5,33.1
Tilia x europaea,18.0,8.0,50.3,5.4,26.4
Tilia x europaea,7.0,4.0,12.6,2.1,3.4
Tilia x europaea,10.0,6.0,28.3,3.0,12.1
Tilia x europaea,8.0,5.0,19.6,2.4,7.2
Tilia x europaea,8.0,5.0,19.6,2.4,8.6
Tilia x europaea,12.0,5.0,19.6,3.6,8.1
Tilia x europaea,5.0,3.0,7.1,1.5,2.6
Tilia x europaea,10.0,7.0,38.5,3.0,6.7
Tilia x europaea,15.0,9.0,63.6,4.5,29.7
Tilia x europaea,6.0,8.0,50.3,1.8,13.8
Tilia x europaea,6.0,8.0,50.3,1.8,13.8
Tilia x europaea,7.0,4.0,12.6,2.1,3.4
Tilia x europaea,12.0,7.0,38.5,3.6,23.2
Tilia x europaea,12.0,8.0,50.3,3.6,29.7
Tilia x europaea,16.0,8.0,50.3,4.8,29.7
Tilia x europaea,4.0,2.0,3.1,1.2,1.1
Tilia x europaea,5.0,5.0,19.6,1.5,6.7
Tilia x europaea,5.0,4.0,12.6,1.5,10.1
Tilia x europaea,5.0,4.0,12.6,1.5,10.1
Tilia x europaea,5.0,4.0,12.6,1.5,10.1
Tilia x europaea,5.0,4.0,12.6,1.5,10.1
Tilia x europaea,5.0,4.0,12.6,1.5,10.1
Tilia x europaea,4.0,2.0,3.1,1.2,10.1
Tilia x europaea,6.0,5.0,19.6,1.8,13.2
Tilia x europaea,6.0,2.0,3.1,1.8,7.2
Tilia x europaea,6.0,2.0,3.1,1.8,8.6
Tilia x europaea,4.0,2.0,3.1,1.2,3.4
Tilia x europaea,4.0,2.0,3.1,1.2,3.4
Tilia x europaea,12.0,8.0,50.3,3.6,26.4
Tilia x europaea,15.0,12.0,113.1,4.5,36.6
Tilia x europaea,7.0,3.0,7.1,2.1,4.6
Tilia x europaea,15.0,9.0,63.6,4.5,29.7
Tilia x europaea,10.0,7.0,38.5,3.0,29.7
Tilia x europaea,15.0,8.0,50.3,4.5,29.7
Tilia x europaea,16.0,10.0,78.5,4.8,43.8
Tilia x europaea,12.0,8.0,50.3,3.6,29.7
Tilia x europaea,12.0,8.0,50.3,3.6,29.7
Tilia x europaea,12.0,8.0,50.3,3.6,23.2
Tilia x europaea,12.0,8.0,50.3,3.6,14.3
Tilia x europaea,10.0,8.0,50.3,3.0,17.1
Tilia x europaea,5.0,4.0,12.6,1.5,3.4
Tilia x europaea,12.0,8.0,50.3,3.6,29.7
Tilia x europaea,4.0,1.0,0.8,1.2,2.6
Tilia x europaea,10.0,10.0,78.5,3.0,36.6
Tilia x europaea,4.0,1.0,0.8,1.2,2.0
Tilia x europaea,6.0,2.0,3.1,1.8,4.6
Tilia x europaea,16.0,8.0,50.3,4.8,17.1
Tilia x europaea,15.0,8.0,50.3,4.5,23.2
Tilia x europaea,13.0,8.0,50.3,3.9,29.7
Tilia x europaea,9.0,7.0,38.5,2.7,6.7
Tilia x europaea,5.0,2.0,3.1,1.5,3.4
Tilia x europaea,8.0,8.0,50.3,2.4,14.3
Tilia x europaea,8.0,8.0,50.3,2.4,14.3
Tilia x europaea,8.0,8.0,50.3,2.4,14.3
Tilia x europaea,12.0,5.6,24.3,3.6,3.8
Tilia x europaea,12.0,5.6,24.3,3.6,3.8
Tilia x europaea,12.0,5.6,24.3,3.6,3.8
Tilia x europaea,12.0,5.6,24.3,3.6,3.8
Tilia x europaea,12.0,5.6,24.3,3.6,3.8
Tilia x europaea,8.0,8.0,50.3,2.4,10.6
Tilia x europaea,6.0,5.0,19.6,1.8,4.6
Tilia x europaea,5.0,2.5,4.9,1.5,2.0
Tilia x europaea,8.0,6.0,28.3,2.4,5.8
Tilia x europaea,15.0,8.0,50.3,4.5,23.2
Tilia x europaea,20.0,8.0,50.3,6.0,36.6
Tilia x europaea,15.0,8.0,50.3,4.5,23.2
Tilia x europaea,7.0,6.0,28.3,2.1,10.6
Tilia x europaea,7.0,9.0,63.6,2.1,14.9
Tilia x europaea,7.0,9.0,63.6,2.1,14.9
Tilia x europaea,7.0,6.0,28.3,2.1,8.6
Tilia x europaea,7.0,6.0,28.3,2.1,8.6
Tilia x europaea,7.0,6.0,28.3,2.1,8.6
Tilia x europaea,7.0,6.0,28.3,2.1,8.6
Tilia x europaea,6.0,6.0,28.3,1.8,6.7
Tilia x europaea,7.0,6.0,28.3,2.1,8.6
Tilia x europaea,7.0,6.0,28.3,2.1,8.6
Tilia x europaea,7.0,6.0,28.3,2.1,8.6
Tilia x europaea,8.0,12.0,113.1,2.4,16.0
Tilia x europaea,6.0,12.0,113.1,1.8,14.3
Tilia x europaea,6.0,8.0,50.3,1.8,14.3
Tilia x europaea,14.0,8.0,50.3,4.2,23.2
Tilia x europaea,7.0,6.0,28.3,2.1,8.6
Tilia x europaea,4.0,2.0,3.1,1.2,1.1
Tilia x europaea,5.0,2.5,4.9,1.5,1.6
Tilia x europaea,5.0,2.5,4.9,1.5,1.6
Tilia x europaea,8.0,6.0,28.3,2.4,5.8
Tilia x europaea,12.0,8.0,50.3,3.6,29.7
Tilia x europaea,18.0,8.0,50.3,5.4,29.7
Tilia x europaea,11.0,8.0,50.3,3.3,23.2
Tilia x europaea,20.0,8.0,50.3,6.0,40.7
Tilia x europaea,19.0,7.5,44.2,5.7,35.2
Tilia x europaea,19.0,8.0,50.3,5.7,43.5
Tilia x europaea,16.0,9.0,63.6,4.8,34.8
Tilia x europaea,17.0,11.0,95.0,5.1,40.1
Tilia x europaea,21.0,9.0,63.6,6.3,41.6
Tilia x europaea,19.0,7.5,44.2,5.7,36.1
Tilia x europaea,20.0,8.0,50.3,6.0,37.7
Tilia x europaea,19.0,9.0,63.6,5.7,15.6
Tilia x europaea,17.0,8.0,50.3,5.1,31.1
Tilia x europaea,5.0,2.5,4.9,1.5,1.6
Tilia x europaea,5.0,2.5,4.9,1.5,1.6
Tilia x europaea,11.0,6.0,28.3,3.3,16.3
Tilia x europaea,5.0,2.5,4.9,1.5,1.6
Tilia x europaea,10.0,7.5,44.2,3.0,10.9
Tilia x europaea,18.0,10.0,78.5,5.4,43.5
Tilia x europaea,19.0,7.0,38.5,5.7,30.4
Tilia x europaea,18.5,8.0,50.3,5.6,33.0
Tilia x europaea,3.0,2.0,3.1,0.9,1.5
Tilia x europaea,5.0,2.5,4.9,1.5,1.6
Tilia x europaea,18.0,7.0,38.5,5.4,29.6
Tilia x europaea,18.0,12.0,113.1,5.4,48.8
Tilia x europaea,18.5,6.0,28.3,5.6,37.0
Tilia x europaea,17.0,7.0,38.5,5.1,41.6
Tilia x europaea,19.0,7.0,38.5,5.7,29.8
Tilia x europaea,20.0,7.5,44.2,6.0,35.7
Tilia x europaea,17.0,8.0,50.3,5.1,40.9
Tilia x europaea,19.0,9.0,63.6,5.7,40.2
Tilia x europaea,18.0,9.5,70.9,5.4,42.1
